launch_id,launch_date,year,month,era,country,operator,rocket,launch_site,orbit,status,payload_mass_kg,crewed,booster_reused
SL002152,1963-05-05,1963,5,Cold War Era,Russia,OKB-1,Sputnik (R-7),Kapustin Yar,ISS,Failure,78,1,0
SL003824,1963-05-08,1963,5,Cold War Era,USA,Army,Jupiter-C,Cape Canaveral SLC-40,LEO,Failure,3,1,0
SL006824,1963-05-10,1963,5,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,GEO,Success,1087,0,0
SL002560,1963-05-12,1963,5,Cold War Era,Russia,OKB-1,Sputnik (R-7),Kapustin Yar,LEO,Failure,127,1,0
SL007227,1963-05-16,1963,5,Cold War Era,USA,NRL,Vanguard,Vandenberg SFB SLC-4E,LEO,Success,4,0,0
SL000795,1963-05-17,1963,5,Cold War Era,USA,Army,Juno I,Mahia Peninsula LC-1,SSO,Failure,3,0,0
SL002122,1963-06-03,1963,6,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,LEO,Success,2360,1,0
SL000972,1963-06-03,1963,6,Cold War Era,Russia,OKB-1,Sputnik (R-7),Kapustin Yar,ISS,Failure,91,1,0
SL004257,1963-06-04,1963,6,Cold War Era,USA,NRL,Vanguard,Cape Canaveral SLC-41,LEO,Failure,2,0,0
SL001318,1963-06-05,1963,6,Cold War Era,USA,NRL,Vanguard,Mahia Peninsula LC-1,ISS,Success,1,1,0
SL002080,1963-06-08,1963,6,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,LEO,Failure,2059,0,0
SL004380,1963-06-20,1963,6,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,SSO,Success,819,0,0
SL004430,1963-06-20,1963,6,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,SSO,Success,100,0,0
SL005895,1963-06-24,1963,6,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,LEO,Success,658,1,0
SL006877,1963-07-12,1963,7,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,LEO,Failure,1019,1,0
SL005417,1963-07-13,1963,7,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,SSO,Success,1250,0,0
SL006055,1963-07-19,1963,7,Cold War Era,USA,NASA,Thor-Delta,Kennedy Space Center LC-39A,GEO,Success,33,0,0
SL004542,1963-07-24,1963,7,Cold War Era,USA,GD,Atlas-Centaur,Cape Canaveral SLC-41,ISS,Success,2245,1,0
SL001729,1963-08-01,1963,8,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,LEO,Failure,608,0,0
SL007018,1963-08-08,1963,8,Cold War Era,USA,LTV,Scout,Cape Canaveral SLC-41,LEO,Success,28,1,0
SL002815,1963-08-14,1963,8,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,LEO,Success,2530,0,0
SL006082,1963-08-17,1963,8,Cold War Era,USA,Army,Juno I,Wallops Flight Facility,GEO,Failure,3,0,0
SL004143,1963-09-14,1963,9,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,HEO,Failure,37,0,0
SL001743,1963-09-21,1963,9,Cold War Era,USA,LTV,Scout,SpaceX Starbase (Boca Chica),ISS,Success,67,1,0
SL001841,1963-09-22,1963,9,Cold War Era,USA,LTV,Scout,SpaceX Starbase (Boca Chica),GEO,Success,50,0,0
SL002018,1963-09-24,1963,9,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,ISS,Failure,1518,1,0
SL001205,1963-10-01,1963,10,Cold War Era,USA,Army,Juno I,SpaceX Starbase (Boca Chica),ISS,Success,1,1,0
SL003642,1963-10-10,1963,10,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,GTO,Failure,1200,0,0
SL003862,1963-10-16,1963,10,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,GEO,Failure,110,0,0
SL002698,1963-10-26,1963,10,Cold War Era,USA,NRL,Vanguard,Vandenberg SFB SLC-4E,HEO,Success,2,0,0
SL003394,1963-11-01,1963,11,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,ISS,Success,496,1,0
SL004969,1963-11-02,1963,11,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,ISS,Failure,1194,1,0
SL005862,1963-11-22,1963,11,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,LEO,Success,1113,0,0
SL007019,1963-12-01,1963,12,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,LEO,Success,104,1,0
SL000650,1963-12-07,1963,12,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,SSO,Failure,153,0,0
SL003333,1963-12-11,1963,12,Cold War Era,USA,GD,Atlas-Centaur,Cape Canaveral SLC-40,LEO,Success,1427,0,0
SL005373,1963-12-19,1963,12,Cold War Era,USA,Army,Jupiter-C,Cape Canaveral SLC-41,GEO,Success,3,0,0
SL006976,1963-12-26,1963,12,Cold War Era,USA,Army,Jupiter-C,Cape Canaveral SLC-40,GEO,Failure,1,0,0
SL002814,1964-01-11,1964,1,Cold War Era,Russia,OKB-1,Sputnik (R-7),Kapustin Yar,SSO,Success,110,0,0
SL007208,1964-01-11,1964,1,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,GEO,Success,504,0,0
SL006506,1964-01-12,1964,1,Cold War Era,USA,Army,Juno I,Kennedy Space Center LC-39A,LEO,Success,2,1,0
SL006181,1964-01-16,1964,1,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,SSO,Failure,2297,0,0
SL000633,1964-01-23,1964,1,Cold War Era,USA,NRL,Vanguard,Vandenberg SFB SLC-4E,ISS,Failure,2,1,0
SL001019,1964-01-28,1964,1,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,LEO,Success,931,1,0
SL000435,1964-02-25,1964,2,Cold War Era,USA,USAF,Titan III,Mahia Peninsula LC-1,ISS,Failure,2675,1,0
SL006243,1964-03-01,1964,3,Cold War Era,USA,Army,Jupiter-C,Kennedy Space Center LC-39A,LEO,Failure,3,0,0
SL000485,1964-03-02,1964,3,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,LEO,Success,76,0,0
SL006056,1964-03-13,1964,3,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,LEO,Failure,2213,1,0
SL006679,1964-03-14,1964,3,Cold War Era,USA,Army,Juno I,SpaceX Starbase (Boca Chica),LEO,Failure,2,0,0
SL002870,1964-04-01,1964,4,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,ISS,Success,1101,1,0
SL001433,1964-04-06,1964,4,Cold War Era,USA,LTV,Scout,Kennedy Space Center LC-39A,LEO,Failure,41,1,0
SL001620,1964-04-07,1964,4,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,ISS,Success,801,1,0
SL005218,1964-04-15,1964,4,Cold War Era,USA,GD,Atlas-Centaur,Cape Canaveral SLC-40,LEO,Success,814,1,0
SL003454,1964-04-18,1964,4,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,SSO,Success,1227,0,0
SL001315,1964-04-24,1964,4,Cold War Era,USA,Army,Juno I,Mahia Peninsula LC-1,SSO,Failure,4,0,0
SL004276,1964-04-26,1964,4,Cold War Era,USA,USAF,Titan III,Cape Canaveral SLC-41,ISS,Success,1419,1,0
SL001660,1964-05-08,1964,5,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,ISS,Failure,1249,1,0
SL003934,1964-05-11,1964,5,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,LEO,Failure,933,0,0
SL004746,1964-05-15,1964,5,Cold War Era,USA,LTV,Scout,Cape Canaveral SLC-41,LEO,Success,63,1,0
SL001382,1964-05-27,1964,5,Cold War Era,USA,Army,Jupiter-C,Kennedy Space Center LC-39A,ISS,Success,2,1,0
SL003886,1964-05-27,1964,5,Cold War Era,USA,GD,Atlas-Centaur,Cape Canaveral SLC-40,LEO,Failure,1131,0,0
SL000723,1964-05-28,1964,5,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,GEO,Success,213,0,0
SL002919,1964-06-04,1964,6,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,LEO,Success,1481,0,0
SL002229,1964-06-05,1964,6,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,GTO,Failure,95,0,0
SL003691,1964-06-06,1964,6,Cold War Era,USA,GD,Atlas-Centaur,Mahia Peninsula LC-1,SSO,Failure,1207,0,0
SL002118,1964-06-07,1964,6,Cold War Era,USA,GD,Atlas-Centaur,Kennedy Space Center LC-39A,SSO,Success,1670,0,0
SL003353,1964-06-12,1964,6,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,LEO,Failure,980,0,0
SL006547,1964-06-15,1964,6,Cold War Era,USA,USAF,Titan II GLV,Vandenberg SFB SLC-4E,GTO,Success,1306,0,0
SL002276,1964-06-18,1964,6,Cold War Era,USA,GD,Atlas-Centaur,Kennedy Space Center LC-39A,SSO,Success,2245,0,0
SL005751,1964-06-19,1964,6,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,ISS,Failure,126,1,0
SL003443,1964-07-08,1964,7,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,LEO,Success,660,1,0
SL006275,1964-07-09,1964,7,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,LEO,Success,653,0,0
SL005317,1964-07-11,1964,7,Cold War Era,USA,GD,Atlas-Centaur,SpaceX Starbase (Boca Chica),GEO,Failure,496,0,0
SL000164,1964-07-18,1964,7,Cold War Era,Russia,OKB-1,Sputnik (R-7),Kapustin Yar,ISS,Failure,71,1,0
SL000451,1964-07-24,1964,7,Cold War Era,USA,USAF,Titan III,Vandenberg SFB SLC-4E,ISS,Failure,3499,1,0
SL002567,1964-07-26,1964,7,Cold War Era,USA,LTV,Scout,Cape Canaveral SLC-40,HEO,Failure,28,0,0
SL000125,1964-08-10,1964,8,Cold War Era,USA,USAF,Titan III,Cape Canaveral SLC-40,ISS,Success,5178,1,0
SL001161,1964-08-16,1964,8,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,LEO,Success,1799,0,0
SL002296,1964-09-03,1964,9,Cold War Era,USA,GD,Atlas-Centaur,Cape Canaveral SLC-41,SSO,Success,1071,0,0
SL006269,1964-09-05,1964,9,Cold War Era,USA,Army,Juno I,Mahia Peninsula LC-1,LEO,Failure,3,0,0
SL000422,1964-09-05,1964,9,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,ISS,Success,2659,1,0
SL004644,1964-09-08,1964,9,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,LEO,Success,1018,1,0
SL003372,1964-09-12,1964,9,Cold War Era,USA,USAF,Titan II GLV,Wallops Flight Facility,ISS,Success,452,1,0
SL001386,1964-09-16,1964,9,Cold War Era,USA,USAF,Titan II GLV,Cape Canaveral SLC-41,GEO,Success,745,0,0
SL005126,1964-09-25,1964,9,Cold War Era,USA,GD,Atlas-Centaur,Wallops Flight Facility,ISS,Success,1593,1,0
SL003176,1964-09-27,1964,9,Cold War Era,Russia,OKB-1,Sputnik (R-7),Kapustin Yar,ISS,Failure,61,1,0
SL004441,1964-10-04,1964,10,Cold War Era,USA,NASA,Thor-Delta,Wallops Flight Facility,LEO,Failure,63,1,0
SL005776,1964-10-16,1964,10,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,LEO,Success,117,0,0
SL004673,1964-10-22,1964,10,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,HEO,Success,1053,0,0
SL005945,1964-10-23,1964,10,Cold War Era,USA,LTV,Scout,Vandenberg SFB SLC-4E,GEO,Failure,44,0,0
SL000726,1964-10-27,1964,10,Cold War Era,USA,LTV,Scout,Kennedy Space Center LC-39A,ISS,Success,20,1,0
SL005138,1964-10-27,1964,10,Cold War Era,USA,Army,Juno I,Wallops Flight Facility,ISS,Success,1,1,0
SL006727,1964-11-01,1964,11,Cold War Era,USA,Army,Juno I,Mahia Peninsula LC-1,LEO,Failure,5,1,0
SL003838,1964-11-10,1964,11,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,ISS,Failure,2744,1,0
SL001364,1964-11-13,1964,11,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,LEO,Failure,1200,0,0
SL003255,1964-11-15,1964,11,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,SSO,Failure,548,0,0
SL007389,1964-11-16,1964,11,Cold War Era,USA,Army,Jupiter-C,SpaceX Starbase (Boca Chica),LEO,Failure,2,1,0
SL002097,1964-11-17,1964,11,Cold War Era,USA,NASA,Thor-Delta,Mahia Peninsula LC-1,LEO,Failure,52,0,0
SL007351,1964-11-18,1964,11,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,SSO,Failure,1300,0,0
SL005400,1964-11-18,1964,11,Cold War Era,Russia,OKB-1,Sputnik (R-7),Kapustin Yar,ISS,Success,65,1,0
SL007322,1964-11-23,1964,11,Cold War Era,USA,GD,Atlas-Centaur,Cape Canaveral SLC-40,ISS,Success,846,1,0
SL002046,1964-11-27,1964,11,Cold War Era,USA,Army,Juno I,Mahia Peninsula LC-1,ISS,Failure,3,1,0
SL004568,1964-12-01,1964,12,Cold War Era,USA,Army,Jupiter-C,Kennedy Space Center LC-39A,LEO,Success,5,0,0
SL005342,1964-12-09,1964,12,Cold War Era,USA,Army,Jupiter-C,Cape Canaveral SLC-40,LEO,Success,2,0,0
SL005886,1964-12-17,1964,12,Cold War Era,USA,Army,Juno I,Mahia Peninsula LC-1,LEO,Failure,1,0,0
SL004474,1964-12-17,1964,12,Cold War Era,Russia,OKB-1,Sputnik (R-7),Kapustin Yar,LEO,Failure,249,1,0
SL005324,1964-12-19,1964,12,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,LEO,Success,149,0,0
SL007463,1964-12-20,1964,12,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,SSO,Failure,2360,0,0
SL000620,1964-12-25,1964,12,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,GEO,Success,1412,0,0
SL005954,1965-01-01,1965,1,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,LEO,Failure,1754,0,0
SL005947,1965-01-02,1965,1,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,ISS,Failure,119,1,0
SL005855,1965-01-04,1965,1,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,LEO,Success,436,0,0
SL003306,1965-01-05,1965,1,Cold War Era,USA,LTV,Scout,Vandenberg SFB SLC-4E,SSO,Success,21,0,0
SL003595,1965-01-05,1965,1,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,GEO,Success,424,0,0
SL002362,1965-01-08,1965,1,Cold War Era,USA,LTV,Scout,Cape Canaveral SLC-41,LEO,Success,11,0,0
SL000763,1965-01-14,1965,1,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,GEO,Success,1904,0,0
SL002011,1965-01-15,1965,1,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,SSO,Failure,582,0,0
SL006158,1965-01-16,1965,1,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,GTO,Success,1642,0,0
SL005174,1965-01-18,1965,1,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,ISS,Success,1039,1,0
SL002493,1965-01-20,1965,1,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Success,5441,0,0
SL003698,1965-01-20,1965,1,Cold War Era,USA,USAF,Titan III,Cape Canaveral SLC-41,ISS,Success,2046,1,0
SL005137,1965-01-24,1965,1,Cold War Era,Russia,OKB-1,Sputnik (R-7),Kapustin Yar,LEO,Success,125,0,0
SL005005,1965-01-26,1965,1,Cold War Era,USA,Army,Juno I,Vandenberg SFB SLC-4E,LEO,Failure,3,1,0
SL001206,1965-02-08,1965,2,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,SSO,Success,2616,0,0
SL002840,1965-02-18,1965,2,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,LEO,Success,945,0,0
SL004636,1965-02-22,1965,2,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,LEO,Success,655,0,0
SL002160,1965-02-26,1965,2,Cold War Era,USA,Army,Jupiter-C,Kennedy Space Center LC-39A,LEO,Failure,4,0,0
SL002823,1965-02-27,1965,2,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,LEO,Success,2744,0,0
SL000903,1965-03-03,1965,3,Cold War Era,USA,Army,Jupiter-C,Cape Canaveral SLC-41,ISS,Failure,2,1,0
SL007266,1965-03-05,1965,3,Cold War Era,USA,NRL,Vanguard,Kennedy Space Center LC-39A,SSO,Failure,2,0,0
SL002385,1965-03-09,1965,3,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,ISS,Success,874,1,0
SL001900,1965-03-12,1965,3,Cold War Era,USA,Army,Jupiter-C,Wallops Flight Facility,SSO,Failure,2,0,0
SL005207,1965-03-12,1965,3,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,GEO,Success,4301,0,0
SL004459,1965-03-12,1965,3,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,LEO,Success,87,0,0
SL005465,1965-03-13,1965,3,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,LEO,Failure,1577,0,0
SL003260,1965-03-13,1965,3,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Success,3755,0,0
SL007260,1965-03-14,1965,3,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,LEO,Success,2271,1,0
SL001442,1965-03-20,1965,3,Cold War Era,USA,NASA,Thor-Delta,Kennedy Space Center LC-39A,SSO,Success,77,0,0
SL006476,1965-03-21,1965,3,Cold War Era,USA,USAF,Titan III,Mahia Peninsula LC-1,GTO,Success,1216,0,0
SL004803,1965-03-22,1965,3,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,ISS,Success,833,1,0
SL005700,1965-03-22,1965,3,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,LEO,Success,119,0,0
SL001309,1965-03-22,1965,3,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,ISS,Success,174,1,0
SL001157,1965-03-28,1965,3,Cold War Era,USA,NRL,Vanguard,Wallops Flight Facility,LEO,Failure,1,1,0
SL006372,1965-03-28,1965,3,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,LEO,Success,836,0,0
SL005176,1965-04-01,1965,4,Cold War Era,USA,GD,Atlas-Centaur,Kennedy Space Center LC-39A,LEO,Success,1181,0,0
SL005119,1965-04-05,1965,4,Cold War Era,USA,USAF,Titan II GLV,Vandenberg SFB SLC-4E,LEO,Success,438,0,0
SL006121,1965-04-06,1965,4,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Success,6448,0,0
SL007008,1965-04-07,1965,4,Cold War Era,Russia,OKB-1,Sputnik (R-7),Plesetsk Cosmodrome,LEO,Success,60,1,0
SL001926,1965-04-08,1965,4,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Success,4057,0,0
SL007445,1965-04-16,1965,4,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,ISS,Success,6247,1,0
SL002060,1965-04-22,1965,4,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,GTO,Success,96,0,0
SL000424,1965-04-23,1965,4,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,LEO,Success,6175,1,0
SL006195,1965-04-26,1965,4,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,SSO,Success,2287,0,0
SL006988,1965-05-05,1965,5,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,LEO,Failure,122,0,0
SL003680,1965-05-06,1965,5,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Success,5632,0,0
SL003531,1965-05-09,1965,5,Cold War Era,USA,USAF,Titan II GLV,Wallops Flight Facility,SSO,Failure,1255,0,0
SL005760,1965-05-11,1965,5,Cold War Era,USA,Army,Jupiter-C,Kennedy Space Center LC-39A,LEO,Success,1,0,0
SL000176,1965-05-17,1965,5,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,LEO,Success,1517,0,0
SL007106,1965-05-19,1965,5,Cold War Era,USA,Army,Jupiter-C,Cape Canaveral SLC-41,LEO,Success,2,1,0
SL001486,1965-05-22,1965,5,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,LEO,Success,627,0,0
SL000449,1965-05-24,1965,5,Cold War Era,USA,GD,Atlas-Centaur,Vandenberg SFB SLC-4E,ISS,Failure,1279,1,0
SL002774,1965-06-02,1965,6,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,LEO,Success,291,1,0
SL001390,1965-06-03,1965,6,Cold War Era,USA,NRL,Vanguard,Cape Canaveral SLC-41,LEO,Success,1,0,0
SL002351,1965-06-09,1965,6,Cold War Era,USA,NASA,Thor-Delta,Mahia Peninsula LC-1,GEO,Success,49,0,0
SL006263,1965-06-11,1965,6,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,LEO,Success,1970,1,0
SL000028,1965-06-11,1965,6,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,SSO,Success,10123,0,0
SL004682,1965-06-13,1965,6,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,LEO,Success,10477,1,0
SL006508,1965-06-18,1965,6,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,LEO,Success,1533,0,0
SL003414,1965-06-21,1965,6,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,LEO,Success,1792,1,0
SL005639,1965-06-24,1965,6,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Failure,4312,1,0
SL006837,1965-06-25,1965,6,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,ISS,Success,1729,1,0
SL000732,1965-07-09,1965,7,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,GEO,Failure,1373,0,0
SL003158,1965-07-12,1965,7,Cold War Era,USA,LTV,Scout,Cape Canaveral SLC-40,LEO,Success,32,0,0
SL001669,1965-07-20,1965,7,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,LEO,Success,1338,1,0
SL003138,1965-07-22,1965,7,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,ISS,Success,3113,1,0
SL006534,1965-08-01,1965,8,Cold War Era,Russia,Khrunichev,Proton-K,Kapustin Yar,SSO,Success,3555,0,0
SL005930,1965-08-03,1965,8,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,SSO,Failure,781,0,0
SL000821,1965-08-08,1965,8,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,LEO,Success,1075,0,0
SL002811,1965-08-11,1965,8,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,LEO,Success,468,0,0
SL001726,1965-08-25,1965,8,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,GEO,Success,1673,0,0
SL000759,1965-08-26,1965,8,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,LEO,Success,2418,0,0
SL001139,1965-08-28,1965,8,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,GTO,Success,34,0,0
SL006523,1965-08-28,1965,8,Cold War Era,Russia,OKB-1,Vostok-K,Baikonur Cosmodrome,SSO,Failure,857,0,0
SL001261,1965-09-01,1965,9,Cold War Era,USA,Army,Jupiter-C,Cape Canaveral SLC-41,LEO,Success,1,0,0
SL002388,1965-09-05,1965,9,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,LEO,Success,100,0,0
SL000292,1965-09-11,1965,9,Cold War Era,USA,GD,Atlas-Centaur,Vandenberg SFB SLC-4E,ISS,Success,1232,1,0
SL002506,1965-09-21,1965,9,Cold War Era,Russia,Khrunichev,Proton-K,Plesetsk Cosmodrome,ISS,Failure,3995,1,0
SL007321,1965-09-21,1965,9,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,SSO,Success,752,0,0
SL003096,1965-09-23,1965,9,Cold War Era,USA,NRL,Vanguard,Wallops Flight Facility,LEO,Failure,4,1,0
SL005611,1965-09-24,1965,9,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Success,2767,0,0
SL000281,1965-09-25,1965,9,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,GEO,Success,141,0,0
SL005972,1965-09-28,1965,9,Cold War Era,Russia,OKB-1,Vostok-K,Kapustin Yar,LEO,Success,2358,0,0
SL000273,1965-10-05,1965,10,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,ISS,Success,525,1,0
SL006761,1965-10-12,1965,10,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,LEO,Success,1573,1,0
SL001940,1965-10-13,1965,10,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,LEO,Success,2241,0,0
SL001732,1965-10-15,1965,10,Cold War Era,USA,NASA,Thor-Delta,Cape Canaveral SLC-40,GTO,Success,18,0,0
SL003977,1965-10-16,1965,10,Cold War Era,Russia,OKB-1,Voskhod,Kapustin Yar,LEO,Success,1052,0,0
SL000555,1965-10-20,1965,10,Cold War Era,USA,GD,Atlas-Centaur,Wallops Flight Facility,ISS,Success,531,1,0
SL002476,1965-10-22,1965,10,Cold War Era,Russia,OKB-1,Vostok-K,Plesetsk Cosmodrome,ISS,Failure,918,1,0
SL004412,1965-10-24,1965,10,Cold War Era,USA,USAF,Titan III,Cape Canaveral SLC-40,LEO,Failure,2821,1,0
SL005185,1965-10-25,1965,10,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,LEO,Success,1015,0,0
SL003134,1965-11-05,1965,11,Cold War Era,USA,Army,Juno I,Cape Canaveral SLC-40,ISS,Failure,4,1,0
SL006072,1965-11-10,1965,11,Cold War Era,USA,USAF,Titan III,Kennedy Space Center LC-39A,ISS,Failure,3177,1,0
SL004738,1965-11-13,1965,11,Cold War Era,Russia,OKB-1,Voskhod,Baikonur Cosmodrome,GEO,Failure,995,0,0
SL005033,1965-11-15,1965,11,Cold War Era,Russia,OKB-1,Sputnik (R-7),Baikonur Cosmodrome,LEO,Success,130,0,0
SL000513,1965-11-16,1965,11,Cold War Era,Russia,OKB-1,Voskhod,Plesetsk Cosmodrome,SSO,Success,2070,0,0
SL000635,1965-11-18,1965,11,Cold War Era,Russia,Khrunichev,Proton-K,Baikonur Cosmodrome,LEO,Success,2886,0,0
SL000988,1965-11-25,1965,11,Cold War Era,USA,Army,Jupiter-C,Cape Canaveral SLC-41,LEO,Success,3,1,0
SL005060,1965-11-25,1965,11,Cold War Era,USA,LTV,Scout,Mahia Peninsula LC-1,LEO,Success,53,1,0
